리뷰번호,리뷰작성일시,작성자종류,주문번호,리뷰평점,상품명,상품코드,리뷰내용,지급완료적립금액,구매옵션,작성플랫폼
8117,2025-03-28 19:50,NPAY 비회원,20250324-0000250-01,5,자마노 아가페스톤,P0000CHD,예뻐요~,300,사이즈=XL,알파리뷰
8120,2025-03-29 2:40,시스템수집,,1,호안오닉스 팬텀골드,P0000BWS,골드부분이 변색이 되네요 왜그런지는 모르겠어요(2025-03-28 00:05:22 에 등록된 네이버 페이 구매평),0,,CAFE24
8121,2025-03-29 2:46,시스템수집,,5,아르켄스톤 커플세트,P0000CJJ,이뻐요 맘에 들어요(2025-03-28 14:48:45 에 등록된 네이버 페이 구매평),0,,CAFE24
8610,2025-05-22 3:07,시스템수집,,4,자마노 아가페스톤,P0000CHD,"아이를 생각하면서 꾸준히 착용하고있습니다

				
				
(2025-05-21 14:56:10 에 등록된 네이버 페이 구매평)",0,,CAFE24
8123,2025-03-30 2:49,시스템수집,,5,호안석 골드 플렌티스톤,P0000BPL,빠른 배송 감사합니다(2025-03-29 23:01:33 에 등록된 네이버 페이 구매평),0,,CAFE24
8125,2025-03-30 19:35,NPAY 비회원,20250327-0000335-01,5,자마노 아가페스톤,P0000CHD,금속이변질이안될까궁금하긴헌데 물고기 양면이었으면하는 아쉬움이 잘쓸게요 딸들잘되길가라는맘 담아서,1100,사이즈=M,알파리뷰
7929,2025-03-06 23:20,비회원,20250302-0000242-01,4,플렌티스톤 커플세트,P0000CIX,알이 생각보다 너무 작아요,1100,XL/M,알파리뷰
8128,2025-04-01 2:44,시스템수집,,5,자마노 아가페스톤,P0000CHD,자녀들에게 좋은 일만 생기기를 바라는 마음으로 구매해봅니다(2025-03-31 11:06:52 에 등록된 네이버 페이 구매평),0,,CAFE24
8129,2025-04-01 3:05,시스템수집,,5,아가페스톤 커플세트,P0000CHB,"팔찌가 너무 이뻐요.

				
				
(2025-03-31 15:43:42 에 등록된 네이버 페이 구매평)",0,,CAFE24
8131,2025-04-01 20:20,회원,20250329-0000331-01,5,호안오닉스 스테디스톤,P0000BPM,너무 이뻐요 진짜루 배송도 하루만에 왔어요 늘 좋은일만 가득할거같은 느낌~,1100,사이즈=S,알파리뷰
8132,2025-04-02 2:48,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,배송 빠르고 너무 예뻐요(2025-04-01 21:12:20 에 등록된 네이버 페이 구매평),0,,CAFE24
8137,2025-04-02 19:45,회원,20250330-0000451-02,5,루틸쿼츠 에포나스톤,P0000CKC,배송빠르고 넘 이뻐용,1100,사이즈=XS,알파리뷰
8138,2025-04-02 19:45,회원,20250330-0000451-01,5,자마노 레브스톤 4mm,P0000BLN,배송빠르고 넘 이뻐용,1100,사이즈=S,알파리뷰
8139,2025-04-02 20:29,회원,20250331-0000452-01,5,헤마타이트 비전스톤,P0000CHP,남편이 맘에 들어하네요^^은은한 광이 넘 예뻐요,1100,사이즈=XL,알파리뷰
8140,2025-04-02 21:17,NPAY 비회원,20250330-0000206-01,1,자마노 아가페스톤,P0000CHD,검색좀 해보고 살걸 ....  마니 비싸네요.,600,사이즈=M,알파리뷰
8141,2025-04-02 21:20,NPAY 비회원,20250331-0000072-01,5,팬텀골드 커플세트,P0000CHR,기분좋게 잘 착용되네요 감사합니다,1100,"제품선택1=L, 제품선택2=XL",알파리뷰
8142,2025-04-02 22:03,회원,20250331-0000452-02,5,아가페스톤 커플세트,P0000CHB,남편과 커플로 구매했어요 부담스럽지 않고 데일리로 착용하기에 이뻐요^^,1100,"제품선택1=자마노 M, 제품선택2=오닉스 XL",알파리뷰
8145,2025-04-02 22:58,NPAY 비회원,20250331-0000023-01,5,팬텀골드 커플세트,P0000CHR,남친한테 선물해줬는데 다음날 바로 계약성사시켰다네요 ㅎㅎ 좋은 기운 선물해준것같아 좋아요!,1100,"제품선택1=M, 제품선택2=XXL",알파리뷰
8146,2025-04-03 2:40,시스템수집,,5,자마노 레브스톤 4mm,P0000BLN,"예쁘네요~ 의미도 좋고~ 좋은일만 가득하길~~~~

				
				
(2025-04-02 09:54:34 에 등록된 네이버 페이 구매평)",0,,CAFE24
7576,2025-01-16 20:00,비회원,20250115-0000100-01,4,자마노 아가페스톤,P0000CHD,"알이 쪼끈만 더커지면 물고기도 더커지겠지요.
그랬어면 좋겠습니다.",1100,S,알파리뷰
8154,2025-04-04 2:41,시스템수집,,5,델피니스톤 커플세트,P0000CKG,만족입니다~이뻐요~(2025-04-03 09:12:33 에 등록된 네이버 페이 구매평),0,,CAFE24
8159,2025-04-05 2:47,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,잘받았어요  디자인너무예쁘요(2025-04-04 17:32:45 에 등록된 네이버 페이 구매평),0,,CAFE24
8161,2025-04-05 2:55,시스템수집,,5,자마노 아가페스톤,P0000CHD,"예뻐요.사이즈 미스했는데 딱맞게 하고
다음엔 스몰로 주문해야겠어요

				
				
(2025-04-04 12:35:00 에 등록된 네이버 페이 구매평)",0,,CAFE24
8168,2025-04-06 23:01,회원,20250316-0000873-01,5,자마노 아가페스톤,P0000CHD,제거보고 엄마랑 동생도 갖고싶어해서 세모녀 커플템으로 추가 구매했어요 엄마랑 동생도 이쁘다고 맘에 들어하네요♡,1100,사이즈=S,알파리뷰
8713,2025-06-04 2:41,시스템수집,,4,진주 오로라스톤 팔찌,P0000CLV,여름이라 시원해 보여서 구매했는데 만족(2025-06-03 10:15:41 에 등록된 네이버 페이 구매평),0,,CAFE24
8611,2025-05-22 3:37,시스템수집,,4,화이트쉘 아멘티스톤,P0000BLC,"예뻐요 맘에들어요 재구매예요

				
				
(2025-05-21 20:54:43 에 등록된 네이버 페이 구매평)",0,,CAFE24
8171,2025-04-07 13:48,회원,20250226-0000194-01,5,호안석 델피니스톤,P0000CKF,"돌고래를 너무 좋아해서 저에게 행운의 의미를
주고 싶어 선물했어요. 
색깔도 너무 이쁘고 은빛 돌고래 꼬리에 기분이 좋아집니다. 
감사합니다!",0,XL,알파리뷰
8175,2025-04-08 2:42,시스템수집,,5,레브스톤 포르테스톤 세트 4mm,P0000BLS,온 가족이 함께 하고 있어요. 좋은 기운으로 대박 나기를~(2025-04-07 09:38:28 에 등록된 네이버 페이 구매평),0,,CAFE24
8176,2025-04-08 8:00,회원,20250321-0000387-01,5,아레테스톤 커플세트,P0000CHM,"생각보다 원석 크기가 작아요
저는 예쁜데 손목굵은 신랑한텐 안어울리더라구요.근데 넘 이뽀요~^^글서 다른 세트 또 구매하려구요~전 이벤트 없을때 샀는데..ㅜㅜ 지금 이벤트도 하고 좋네요^^♡",600,"제품선택1=호안크리스탈 XL, 제품선택2=호안크리스탈 XS",알파리뷰
8177,2025-04-08 19:20,회원,20250404-0000379-01,5,자마노 레브스톤 4mm,P0000BLN,여기저기 잘 어울립니다 의미도 좋고 디자인도 만족합니다,1100,사이즈=M,알파리뷰
8178,2025-04-09 11:58,회원,20250404-0000333-01,5,호안오닉스 팬텀골드,P0000BWS,"말하면 입아포요.디쟈인도 
재질도 굿굿입니다",600,사이즈=M,알파리뷰
8180,2025-04-10 13:27,회원,20250408-0000217-01,5,팬텀골드 커플세트,P0000CHR,지인 선물로 구매했어요 빠른배송 감사합니다,1100,"제품선택1=M, 제품선택2=M",알파리뷰
8181,2025-04-10 19:33,NPAY 비회원,20250306-0000215-01,5,호안석 엘도라도 목걸이,P0000BXH,"실물이 더 이쁩니다
직원분들도 친절하십니다.",600,사이즈=주문제작 (상담하기 또는 배송 메시지에 남겨주세요.),알파리뷰
8183,2025-04-10 20:56,NPAY 비회원,20250307-0000162-01,5,터키스피넬 멘테스톤,P0000CKP,다음에도 또 구매하고 싶습니다~,1100,사이즈=S,알파리뷰
8184,2025-04-11 2:45,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"남편이  너무 만족해요,,커플로할걸그랬어요(2025-04-10 15:32:26 에 등록된 네이버 페이 구매평)",0,,CAFE24
8190,2025-04-12 2:44,시스템수집,,5,델피니스톤 커플세트,P0000CKG,고래꼬리 포인트 너무 귀엽잖아!(2025-04-11 11:17:13 에 등록된 네이버 페이 구매평),0,,CAFE24
8191,2025-04-12 3:10,시스템수집,,5,골드스모키 템페스톤,P0000CKX,"디자인 너무 예쁘고 맘에들어요.
고객센터 응대와 빠른대처도 너무 맘에 들어요 감사합니다^^!

				
				
(2025-04-11 15:29:39 에 등록된 네이버 페이 구매평)",0,,CAFE24
8192,2025-04-12 3:34,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"두번째 주문이요~
너무고급스럽고 착용하기편하고
의미도 너무좋아서 남편과 커플로 주문했어오~~~

				
				
(2025-04-11 22:22:25 에 등록된 네이버 페이 구매평)",0,,CAFE24
8193,2025-04-12 15:56,회원,20250407-0000255-01,5,자마노 아가페스톤,P0000CHD,"친구에게 선물했는데 너무 좋아하네요 :)
또 주문하겠습니다!!",600,사이즈=L,알파리뷰
8194,2025-04-12 20:04,회원,20250308-0000213-01,5,호안오닉스 비고르 키링,P0000CIT,"좋아요
이쁘고
손잡기도편해요 
행운을빌어봅니다
호랑이기운이여솟아라 ㅋ",1100,,알파리뷰
8196,2025-04-13 16:03,회원,20250409-0000383-01,3,자마노 아가페스톤,P0000CHD,"생각보다 사이즈가 작네요
하나 보단 겹쳐 착용하는게 이쁠듯해서 하나 더 구매하러 왔어요",1100,사이즈=M,알파리뷰
8197,2025-04-13 2:50,시스템수집,,5,자마노 아가페스톤,P0000CHD,"너무 이쁘네요 마음에 들어요

				
				
(2025-04-12 12:07:45 에 등록된 네이버 페이 구매평)",0,,CAFE24
7602,2025-01-22 2:42,시스템수집,,4,자마노 레브스톤 4mm,P0000BLN,"예쁘고 착용감도 좋아요
 색상이 생각보다 어두운것 같네요(2025-01-21 10:27:11 에 등록된 네이버 페이 구매평)",0, ,CAFE24
8200,2025-04-13 3:31,시스템수집,,5,카네스톤 커플세트,P0000CHT,"주변에 선물로 드려도 매우 좋아하실것 같아요~^^

				
				
(2025-04-12 22:33:39 에 등록된 네이버 페이 구매평)",0,,CAFE24
8201,2025-04-13 3:31,시스템수집,,5,골드자마노 글로우스톤,P0000BXP,"상품 너무 예뻐요~^^
(감사합니다.)

				
				
(2025-04-12 22:32:39 에 등록된 네이버 페이 구매평)",0,,CAFE24
8202,2025-04-13 19:04,회원,20250410-0000631-01,5,에버리치 벌스스톤,P0000CLG,"색감도 이쁘고 너무 맘에 들어요.
벌스스톤이랑 같이 레이어드 하니까 더 이뻐요",300,"옵션=9월 라피스라줄리, 사이즈=S",알파리뷰
8203,2025-04-13 19:20,NPAY 비회원,20250402-0000114-01,5,팬텀골드 커플세트,P0000CHR,만족합니다 너무 예뻐요,600,"제품선택1=XL, 제품선택2=XXL",알파리뷰
8208,2025-04-13 19:41,NPAY 비회원,20250410-0000130-01,5,자마노 레드블리스 목걸이,P0000BXJ,레드 컬러가 너무 이뻐요.길이도 적당하고 아주 맘에 듭니다.😍,600,사이즈=Free,알파리뷰
8209,2025-04-13 19:42,NPAY 비회원,20250410-0000130-02,5,자마노 아가페스톤,P0000CHD,대만족입니다.너무 이뻐요♡♡,600,사이즈=M,알파리뷰
8211,2025-04-13 19:49,NPAY 비회원,20250408-0000492-01,5,그린오닉스 힐링스톤,P0000CKO,영롱한 초록빛이 멋져서 더욱 마음에 드는 원석 팔찌라 만족하고 강력추천합니다~~~^^,1100,사이즈=XL,알파리뷰
8220,2025-04-13 20:11,회원,20250410-0000463-01,5,말라카이트 아모레스톤,P0000CKI,이뿌게잘만들어주셔서 감사합니다.,1100,사이즈=주문제작 (상담하기 또는 배송메세지에 남겨주세요.),알파리뷰
8225,2025-04-13 21:58,NPAY 비회원,20250409-0000054-01,5,카네스톤 커플세트,P0000CHT,👍👍👍,300,"제품선택1=L, 제품선택2=M",알파리뷰
8226,2025-04-13 21:59,NPAY 비회원,20250409-0000054-02,5,골드자마노 글로우스톤,P0000BXP,우아~~~너무 예쁜스톤이예요^^,600,사이즈=M,알파리뷰
8231,2025-04-14 11:24,회원,20250409-0000301-01,3,골드스모키 템페스톤,P0000CKX,M사이즈가 저한텐 크네요. 딴 상품보단 큰거같아요,1100,사이즈=M,알파리뷰
8232,2025-04-14 2:46,시스템수집,,5,자마노 아가페스톤,P0000CHD,"사이즈도 알맞고 색상도 넘 빨갛지
않아서 너무 조아요
이쁘네요..(2025-04-13 21:04:42 에 등록된 네이버 페이 구매평)",0,,CAFE24
8233,2025-04-14 3:13,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"좋습니다좋습니다좋습니다좋습니다좋습니다

				
				
(2025-04-13 20:01:54 에 등록된 네이버 페이 구매평)",0,,CAFE24
8234,2025-04-14 2:43,시스템수집,,5,호안오닉스 팬텀골드,P0000BWS,이쁘고 착용감이 좋아요(2025-04-13 12:04:42 에 등록된 네이버 페이 구매평),0,,CAFE24
8235,2025-04-14 3:09,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"넘이뻐요.근데제가 사이즈 미스로살짝딱맞긴한데 앤도저도 넘맘에들고이뻐요~~선물로주신 키링도넘예뻐서 전가방에 앤은 차키에 장착했어요

				
				
(2025-04-13 19:55:02 에 등록된 네이버 페이 구매평)",0,,CAFE24
8236,2025-04-14 17:57,NPAY 비회원,20250408-0000523-01,5,팬텀골드 커플세트,P0000CHR,"친구랑 우정팔찌?했어요~
이쁘네요^^",600,"제품선택1=M, 제품선택2=L",알파리뷰
8237,2025-04-14 12:25,시스템수집,,5,자마노 아가페스톤,P0000CHD,﻿﻿﻿﻿고3이 엄마의 간절한 마음으로 구매했어요.실물이 훨~씬 더 고급스러워요!함께 주신 키링도 너무 예뻐 두배로 감동이에요.,0,,CAFE24
8238,2025-04-15 2:39,시스템수집,,5,팬텀골드 커플세트,P0000CHR,"이뻐요 커플로 산건데 사진을 같이 못 찍어서 혼자라도 ...

				
				
(2025-04-14 09:58:01 에 등록된 네이버 페이 구매평)",0,,CAFE24
8239,2025-04-15 20:39,회원,20250410-0000455-01,5,자마노 아가페스톤,P0000CHD,"고3이 엄마의 간절한 마음으로 구매했어요.
실물이 훨씬 더  고급스러워요! 👍 
다른제품들도 구매욕 뿜뿜~~",1100,사이즈=M,알파리뷰
7858,2025-02-25 2:44,시스템수집,,4,자마노 아가페스톤,P0000CHD,"예쁘네요~
굵기도 딱 적당하고 좋아요
주의사항에 손목굵기보다 1.5-2cm 크게 주문하라고 해서 그렇게 했더니 딱좋아요 안그랬음 꽉 꼈을뻔했어요(2025-02-24 10:06:58 에 등록된 네이버 페이 구매평)",0, ,CAFE24
8242,2025-04-16 8:13,회원,20250412-0000428-01,5,헤마타이트 릴렉스톤,P0000CHL,너무 이뻐 올여름 잘차고 다니겠어요~,1100,사이즈=L,알파리뷰
8247,2025-04-16 19:59,회원,20250313-0000289-01,5,호안오닉스 카네스톤,P0000BBQ,너무 마음에 들게 잘 사용하고 있어요^^ 잘 만들어 주셔서 감사할 따름입니다,1100,사이즈=M,알파리뷰
8254,2025-04-17 2:41,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,이뿌고 착용감도 좋고 만족합니다(2025-04-16 08:55:33 에 등록된 네이버 페이 구매평),0,,CAFE24
8261,2025-04-17 21:06,회원,20250410-0000328-01,5,터키스피넬 멘테스톤,P0000CKP,"진짜 너무너무 이뻐요!! 날씨 따뜻해져서 구매했는데 써지컬과 원석이 이렇게 서로 잘 어울릴지 몰랐어요 :)
심플하면서 고급진 디자인에 지인들, 가족들이 모두 
어디서 샀냐고 물어봐요☺️
다음에 다른 제품도 구매하겠습니다!
감사합니당 :)",1100,사이즈=S,알파리뷰
8263,2025-04-18 2:46,시스템수집,,5,호안오닉스 카네스톤,P0000BBQ,"두번째 구매네요 ㅎㅎ
여전히 만족스럽습니다!!(2025-04-17 16:33:13 에 등록된 네이버 페이 구매평)",0,,CAFE24
8264,2025-04-18 2:47,시스템수집,,5,자마노 아가페스톤,P0000CHD,"빨간색이 아주 이쁘네요.
배송도 빨리오고 마음에 들어요(2025-04-17 18:15:11 에 등록된 네이버 페이 구매평)",0,,CAFE24
8269,2025-04-18 17:21,회원,20250416-0000240-01,5,헤마타이트 릴렉스톤,P0000CHL,너무 이쁘다못해 자세나오네요 ㅋㅂ,1100,사이즈=L,알파리뷰
8270,2025-04-18 17:21,회원,20250416-0000240-02,5,헤마타이트 비전스톤,P0000CHP,실제가 더 이뻐요 너무요 진짜요,600,사이즈=L,알파리뷰
8147,2025-04-03 3:39,시스템수집,,4,자마노 아가페스톤,P0000CHD,"예쁘네요~좋은일 많이 생겼으면 좋겠네요~

				
				
(2025-04-02 20:00:57 에 등록된 네이버 페이 구매평)",0,,CAFE24
8272,2025-04-18 17:21,회원,20250416-0000240-04,5,블랙크리스탈 다크아우라,P0000BWQ,담긴 내용도 좋지만 실제로도 이쁘니 만족할수밖에요,600,사이즈=L,알파리뷰
8273,2025-04-18 17:25,회원,20250416-0000240-07,5,호안석 엘도라도 목걸이,P0000BXH,이건 굵기도하고 좀 더 풍요로워지는거 같아요,600,사이즈=Free,알파리뷰
8274,2025-04-18 17:25,회원,20250416-0000240-06,5,터키오닉스 니케스톤,P0000BLD,실제가 더 더 이뻐요 진짜요,1100,사이즈=L,알파리뷰
8275,2025-04-18 17:25,회원,20250416-0000240-05,5,호안석 인페르노 목걸이,P0000BXI,너무얇은거 빼면 다 좋아요,600,사이즈=Free,알파리뷰
8278,2025-04-18 20:49,회원,20250416-0000343-01,5,에버리치 위시스톤,P0000CLE,너무 마음에 들어옵니다. 제가 원하는데로 깔끔하고 멋있게 제작해주셔서 감사 ^^  이쁘게 잘 착용할께요^-^,600,"옵션=에버리치_호안석, 사이즈=주문제작 (상담하기 또는 배송메세지에 남겨주세요.)",알파리뷰
8279,2025-04-19 11:58,회원,20250416-0000395-01,5,루틸쿼츠 에포나스톤,P0000CKC,"지인과 같이했어요. 고급지고 파스텔 색상이라 맘에 들어요
봄,여름 활용하기 좋겠어요^^",1100,사이즈=M,알파리뷰
8288,2025-04-20 17:40,회원,20250412-0000144-01,5,골드스모키 템페스톤,P0000CKX,선물로 받았는데 너무 예뻐요~^♡^,1100,사이즈=XL,알파리뷰
8291,2025-04-21 16:01,회원,20250415-0000231-01,5,호안오닉스 카네스톤,P0000BBQ,할머니 생신 선물로 드렸더니 엄청 좋아하셨어요~ 디자인 너무 예뻐요,1100,사이즈=M,알파리뷰
7851,2025-02-22 2:44,시스템수집,,4,팬텀골드 커플세트,P0000CHR,이뻐요~~ 신랑 사이즈 살짝 아쉽긴 하지만ㅠ(2025-02-21 12:56:41 에 등록된 네이버 페이 구매평),0, ,CAFE24
8294,2025-04-22 19:35,비회원,20250418-0000221-01,5,에버리치 벌스스톤,P0000CLG,선물인데 사이즈가작을거같아요ㅠㅠ,600,"옵션=5월 아벤츄린, 사이즈=XS",알파리뷰
8295,2025-04-23 2:41,시스템수집,,5,자마노 아가페스톤,P0000CHD,아이들을 위한 팔찌라고 해서 구매 하였습니다(2025-04-22 09:33:49 에 등록된 네이버 페이 구매평),0,,CAFE24
8296,2025-04-23 2:45,시스템수집,,3,자마노 아가페스톤,P0000CHD,행운이 오기를 바라는 마음에 차고 다닙니다. 좋은 일이 많기만 바랍니다.(2025-04-22 15:55:04 에 등록된 네이버 페이 구매평),0,,CAFE24
8779,2025-06-10 2:43,시스템수집,,4,팬텀골드 커플세트,P0000CHR,이쁘고 남녀노소 잘 어울릴것 같아요(2025-06-09 10:30:16 에 등록된 네이버 페이 구매평),0,,CAFE24
8300,2025-04-23 19:43,회원,20250319-0000608-01,5,헤마타이트 릴렉스톤,P0000CHL,데일리템!!매일 착용하고 다닙니다~,0,사이즈=S,알파리뷰
8301,2025-04-24 2:47,시스템수집,,5,자마노 아가페스톤,P0000CHD,"예쁘네요
선물용으로좋아요(2025-04-23 16:05:53 에 등록된 네이버 페이 구매평)",0,,CAFE24
8302,2025-04-24 3:40,시스템수집,,5,자마노 아가페스톤,P0000CHD,"맘에들어요  좋은기운가득ㅎ길바래요

				
				
(2025-04-23 22:13:58 에 등록된 네이버 페이 구매평)",0,,CAFE24
7884,2025-02-28 19:08,회원,20250226-0000534-01,4,자마노 아가페스톤,P0000CHD,이쁜데 사이즈가 조금 작았으면 좋았은뻔,600,XL,알파리뷰
8312,2025-04-25 2:42,시스템수집,,5,아가페스톤 커플세트,P0000CHB,"남편과 열심히 착용중이예요~
운동하는 아들의 앞날을 같이 기원하면서요^^(2025-04-24 09:06:08 에 등록된 네이버 페이 구매평)",0,,CAFE24
8313,2025-04-25 2:46,시스템수집,,5,포에버 벌스스톤,P0000CLF,"착용감도좋았고 보기에는 색감이
더 좋았어요(2025-04-24 16:32:39 에 등록된 네이버 페이 구매평)",0,,CAFE24
8315,2025-04-27 2:41,시스템수집,,5,에버리치 위시스톤,P0000CLE,"이쁘고
상담도 친절하게 해주셔서
더 좋았습니다.(2025-04-26 08:34:51 에 등록된 네이버 페이 구매평)",0,,CAFE24
8316,2025-04-27 19:14,회원,20250323-0000417-01,5,자마노 아가페스톤,P0000CHD,"늘 착용하고 다니는데 전혀 불편함잊없습니다
너무 빨강색도 아니고  무겁지도 않고
만족합니다",600,사이즈=L,알파리뷰
8321,2025-04-27 23:26,회원,20250423-0000068-01,5,아모레스톤 커플세트,P0000CKK,"너무 맘에 들어요
다른것도 주문할께요",1100,"제품선택1=말라카이트 XL, 제품선택2=말라카이트 XL",알파리뷰
8322,2025-04-28 0:04,NPAY 비회원,20250326-0000209-01,5,가넷 델피니스톤,P0000CKE,"볼수록 예쁨니다.
딸아이랑 셋이 같이 했는데,
왠지 건강해지는 느낌도있고, 만족스럽습니다.
아...그리고 포장이 넘 고급스럽습니다.
선물용으로도 좋을듯요~^^",600,사이즈=S,알파리뷰
8323,2025-04-28 2:47,시스템수집,,5,아쿠아마린 페리스톤,P0000CHG,"아내에게 선물로 사줬는데 너무 맘에 든다고 좋아하네요

				
				
(2025-04-27 11:27:54 에 등록된 네이버 페이 구매평)",0,,CAFE24
8327,2025-04-29 2:51,시스템수집,,4,자마노 아가페스톤,P0000CHD,"자식한테 좋다하니 구매해봅니다.
막차고 다녀도 되고 걸리는것없어 좋아요.
화면으로 봤던 색과 달라서 별1개 뺐습니다.

				
				
(2025-04-28 12:22:15 에 등록된 네이버 페이 구매평)",0,,CAFE24
8271,2025-04-18 17:21,회원,20250416-0000240-03,4,쇼핑백,P0000BVU,작네요 작아 상자가 좀 이상하게 담겨요,0,쇼핑백=size: 13.5 x 15 x 9(cm),알파리뷰
8371,2025-05-05 19:36,NPAY 비회원,20250403-0000275-01,4,팬텀골드 커플세트,P0000CHR,잘 착용하고 있어요 번창하세요,600,"제품선택1=M, 제품선택2=L",알파리뷰
8328,2025-04-29 19:07,회원,20250425-0000296-01,5,에포나스톤 커플세트,P0000CKD,너무 이쁘네요! 고민하다가 샀는데 괜히 고민했어요 담에 다른거 또 구매 할거같아요!,1100,"제품선택1=S, 제품선택2=L",알파리뷰
8329,2025-04-29 19:23,회원,20250425-0000135-01,5,호안닉스 리치스톤,P0000BPP,"살짝타이트한게 좋아 껴보이긴하는데 좋습니다.
1년전에도 구매해서 착용중 분실해서 재구매하여 끼고있습니다.",1100,사이즈=L,알파리뷰
8330,2025-04-29 19:59,회원,20250425-0000061-01,5,아가페스톤 커플세트,P0000CHB,제품 받고 기분 좋게 아이와 팔찌를  했는데 아이 가방에 달아주려고 본 이 호안석 키링을 보는 순간 기분이 상했습니다. 깨진 상품을 붙여서 보냈더라구요. 아무리 사은품이라지만 이건 아니지 않나요?,300,"제품선택1=오닉스 L, 제품선택2=자마노 L",알파리뷰
8332,2025-04-30 3:22,시스템수집,,5,아레테스톤 커플세트,P0000CHM,"생각보다 좀 얇아요

				
				
(2025-04-29 19:10:33 에 등록된 네이버 페이 구매평)",0,,CAFE24
8344,2025-05-01 20:47,회원,20250429-0000359-01,5,터키석 수에르스톤 목걸이,P0000BQJ,"대만족입니다 셀프선물 탄생석목걸이로했어요
사은품도 넘 감사해요
응원카드도 감동입니다
포장도 정성가득
스스로에게 선물주고 받는 맛이
참 뭉클해졌어요",600,사이즈=Free,알파리뷰
8346,2025-05-02 2:42,시스템수집,,5,헤마타이트 릴렉스톤,P0000CHL,의미도 좋지만 그 자체로도 너무 예뻐요. 선물로 주신 물고기 키링도 너무 고맙습니다. 번창하세요~(2025-05-01 10:17:24 에 등록된 네이버 페이 구매평),0,,CAFE24
8347,2025-05-02 3:21,시스템수집,,5,화이트쉘 아멘티스톤,P0000BLC,"너무너무 이뻐요 인스타에서 반해서 바로 구매했어요:)
실제로 받아보니 더 고급스럽고 이쁘네요!!
발송처리도 배송도 빠르고 상담도 친절하세요:D
함께 보내주신 사은품도 너무너무 고급스럽고 이뻐요
마음에 쏘옥들어요!!!

				
				
				
				
(2025-05-01 19:17:13 에 등록된 네이버 페이 구매평)",0,,CAFE24
8351,2025-05-03 2:45,시스템수집,,5,팬텀골드 커플세트,P0000CHR,잘쓸게요. 잘쓸게요.(2025-05-02 13:44:19 에 등록된 네이버 페이 구매평),0,,CAFE24
8356,2025-05-03 19:43,회원,20250420-0000324-01,5,에버리치 벌스스톤,P0000CLG,너무 마음에들어요 하나 더 구입예정입니드,600,"옵션=12월 터키석, 사이즈=S",알파리뷰
8359,2025-05-03 20:04,회원,20250420-0000053-01,5,자마노 아가페스톤,P0000CHD,안빼고.잘끼고다닙니다.,600,사이즈=M,알파리뷰
8369,2025-05-05 2:36,시스템수집,,5,자마노 아가페스톤,P0000CHD,"물고기 모양의 팔찌를 하면  좋다고 하니 예쁘기도 하고 기분도 좋습니다.
색감도 예뻐서 포인트를 주기에 딱이에요~

				
				
(2025-05-04 08:34:18 에 등록된 네이버 페이 구매평)",0,,CAFE24
8370,2025-05-05 17:18,NPAY 비회원,20250421-0000176-01,5,자마노 아가페스톤,P0000CHD,심플하고 이뻐요~의미도 있다고해서 남편과 나눠 착용했어요,600,사이즈=M,알파리뷰
8293,2025-04-22 2:54,시스템수집,,4,자마노 아가페스톤,P0000CHD,"잘맞네요 자녀를 위하는거라고 해서 구입해봤어요

				
				
(2025-04-21 13:22:30 에 등록된 네이버 페이 구매평)",0,,CAFE24
8374,2025-05-06 2:55,시스템수집,,5,아가페스톤 커플세트,P0000CHB,"너무예뻐요~물고기팔찌는자식잘되는팔찌라지요ㅎㅎ조금가늘긴해요

				
				
(2025-05-05 18:45:48 에 등록된 네이버 페이 구매평)",0,,CAFE24
8383,2025-05-06 19:27,회원,20250428-0000065-01,5,자마노 루나스톤 목걸이,P0000CLQ,생각보단 완전 새빨간색은 아니지만  예뻐요  여름에 밝은 옷과 잘 어울릴꺼같네요  오늘 착용하고 나갔더니 친구가 고급스럽고 이쁘다네요,600,사이즈=L,알파리뷰
8389,2025-05-06 19:55,NPAY 비회원,20250429-0000267-01,5,화이트쉘 아멘티스톤,P0000BLC,너무 마음에 들어요:D,1100,사이즈=M,알파리뷰
8391,2025-05-06 20:32,회원,20250424-0000413-01,5,팬텀골드 커플세트,P0000CHR,"친절한 답변과함께 배송 잘 받았습니다
아직 전해주지 못했는데 맘에 들어 할거예요",1100,"제품선택1=XXL, 제품선택2=M",알파리뷰
8396,2025-05-07 2:46,시스템수집,,5,그린오닉스 힐링스톤,P0000CKO,"예쁜 초록색 맘에 들어서 주문했고, 다른 색상으로 또 주문했습니다~건강해지는 기분입니다 ㅎㅎ(2025-05-06 21:17:19 에 등록된 네이버 페이 구매평)",0,,CAFE24
8397,2025-05-07 20:48,회원,20250423-0000047-01,5,팬텀골드 커플세트,P0000CHR,"너무 맘에 들에 재구매 했는데,
줄이 쉽게 끊어졌어요ㅠ",600,"제품선택1=M, 제품선택2=XL",알파리뷰
